Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
11631,1.2,Ideal,G,SI1,61.6,57.0,6.85,6.88,4.23,7372
1768,0.34,Ideal,G,VVS2,62.4,53.0,4.49,4.52,2.81,751
17022,1.5,Ideal,I,VS1,62.0,54.0,7.32,7.38,4.56,10164
24254,1.27,Ideal,F,VS2,61.0,54.0,7.0,7.02,4.28,10656
3163,0.4,Ideal,E,VVS2,61.7,55.0,4.76,4.74,2.93,1238
9400,0.32,Ideal,H,VVS1,61.6,55.0,4.4,4.43,2.72,730
18626,0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63,828
24906,0.26,Ideal,E,VVS2,61.6,57.0,4.13,4.18,2.56,597
20620,0.32,Good,D,SI2,63.9,58.0,4.33,4.31,2.76,612
10141,1.0,Good,G,VS2,63.5,59.0,6.23,6.33,3.99,5860
9533,0.86,Very Good,G,SI2,62.6,56.0,6.01,6.07,3.78,2967
7695,0.8,Premium,J,SI1,60.1,57.0,6.03,5.98,3.61,2227
10051,0.3,Very Good,G,VS2,60.6,61.0,4.29,4.32,2.61,526
3054,0.9,Ideal,J,VS1,62.6,54.0,6.15,6.18,3.86,3656
2428,0.62,Ideal,E,SI1,60.7,56.0,5.54,5.57,3.37,2156
20240,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,1691
4527,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,644
12593,0.4,Very Good,E,VVS1,63.8,56.0,4.68,4.72,3.0,1142
20788,1.15,Premium,H,SI1,60.2,60.0,6.87,6.78,4.11,4772
11759,1.15,Premium,G,VS2,61.5,58.0,6.76,6.71,4.14,6492
22626,1.1,Premium,H,SI2,59.2,59.0,6.8,6.74,4.01,3388
19530,1.5,Good,J,SI2,63.6,57.0,7.3,7.23,4.62,6750
17502,0.72,Premium,G,VS2,61.4,57.0,5.83,5.77,3.56,2550
21081,0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,2856
19901,0.3,Ideal,F,VS2,62.5,53.3,4.28,4.31,2.69,601
91,0.5,Ideal,F,VVS2,62.3,57.0,5.06,5.08,3.16,1850
18569,0.72,Ideal,D,VS2,60.5,57.0,5.81,5.83,3.52,3275
7991,0.64,Good,F,VS1,57.7,61.0,5.68,5.75,3.29,2222
25138,0.34,Ideal,G,SI1,61.5,55.0,4.49,4.52,2.77,540
10975,0.82,Fair,H,SI2,65.1,58.0,5.86,5.81,3.8,2358
26668,1.01,Good,F,VS2,60.6,62.0,6.52,6.49,3.94,6332
3956,1.5,Very Good,H,SI1,63.5,58.0,7.23,7.17,4.57,7459
3621,0.64,Ideal,F,VS2,62.5,56.0,5.55,5.53,3.46,2074
23554,0.56,Ideal,D,VS2,61.4,57.0,5.36,5.32,3.28,2066
15199,0.55,Premium,E,SI1,,59.0,5.25,5.28,3.22,1551
8387,1.2,Very Good,D,SI2,63.5,59.0,6.61,6.56,4.18,4758
11719,0.34,Ideal,D,VS1,61.3,56.0,4.5,4.54,2.77,742
22772,0.42,Ideal,G,SI2,62.3,55.0,4.8,4.83,3.0,686
23309,0.91,Fair,F,I1,67.0,62.0,5.97,5.89,3.98,1570
9417,0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,367
21200,0.31,Premium,F,VS2,61.4,55.0,4.34,4.32,2.66,802
14531,0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9,1033
21224,0.31,Premium,E,VS2,61.0,58.0,4.37,4.39,2.67,680
21532,0.31,Good,E,SI1,63.1,57.0,4.3,4.35,2.73,544
20756,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,874
3978,0.32,Premium,J,VS1,61.9,58.0,4.33,4.39,2.7,421
13933,0.41,Ideal,H,SI1,62.4,53.0,4.78,4.81,2.99,722
19264,0.59,Premium,D,VVS2,62.6,58.0,5.34,5.4,3.36,2515
2576,1.05,Ideal,G,VS2,61.7,56.0,6.54,6.52,4.03,6350
160,0.31,Ideal,F,VS2,62.6,57.0,4.27,4.33,2.69,625
15700,1.1,Premium,G,VS2,60.2,58.0,6.75,6.71,4.05,6653
12856,1.1,Premium,G,VS2,60.5,60.0,6.67,6.58,4.01,6284
11576,0.45,Good,G,VVS1,64.0,57.0,4.86,4.82,3.1,1254
3029,1.33,Very Good,H,SI2,63.5,57.0,6.99,6.88,4.4,5586
6044,0.4,Very Good,I,SI1,63.2,54.0,4.69,4.67,2.96,765
16670,1.51,Premium,E,SI1,63.0,58.0,7.4,7.27,4.62,8836
22157,1.0,Premium,E,VS2,63.0,58.0,6.25,6.22,3.93,7168
15334,0.76,Premium,F,SI1,60.9,59.0,5.89,5.83,3.57,2631
6709,0.33,Very Good,I,IF,62.0,58.0,4.44,4.46,2.76,694
7442,0.32,Ideal,H,IF,62.0,55.0,4.39,4.42,2.73,814
12926,1.12,Very Good,I,SI1,60.6,60.0,6.73,6.77,4.09,4312
15745,1.01,Fair,D,SI1,63.5,58.0,6.35,6.25,4.0,4751
7964,1.01,Fair,D,SI1,66.2,56.0,6.05,6.1,4.02,5122
26561,1.01,Good,D,SI1,58.3,59.0,6.59,6.61,3.85,5747
16423,0.56,Ideal,E,VS2,61.7,54.0,5.28,5.35,3.28,1819
18118,0.41,Ideal,D,VS2,62.2,57.0,4.72,4.76,2.95,1007
9723,1.03,Premium,H,SI1,,61.0,6.64,6.6,3.88,4406
5040,0.66,Ideal,F,VVS2,61.2,57.0,5.63,5.58,3.43,2732
4302,0.32,Ideal,G,VVS1,62.2,55.0,4.4,4.38,2.73,1080
22303,0.4,Ideal,H,SI1,61.7,56.0,4.72,4.77,2.93,770
18917,0.51,Ideal,F,VS1,61.7,55.0,5.14,5.17,3.18,2085
16751,0.39,Premium,D,VS2,61.4,60.0,4.7,4.72,2.89,958
332,0.7,Ideal,H,VS2,62.4,58.0,5.67,5.71,3.55,2429
3095,0.72,Ideal,J,VS2,61.4,57.0,5.76,5.8,3.55,2099
14222,0.34,Premium,I,VVS1,62.6,58.0,4.47,4.45,2.79,803
2125,0.3,Premium,E,VS2,61.8,58.0,4.31,4.36,2.68,658
21355,0.35,Ideal,E,VS2,61.6,55.0,4.54,4.49,2.78,984
18989,0.36,Ideal,D,VS2,61.8,55.0,4.58,4.61,2.84,800
23026,0.58,Premium,G,VS1,61.5,58.0,5.35,5.41,3.31,1884
26865,0.32,Ideal,H,VVS2,61.8,55.0,4.38,4.42,2.72,645
20965,0.7,Good,I,SI1,63.6,55.0,5.62,5.58,3.56,1995
25144,0.7,Ideal,F,SI1,62.0,55.0,5.72,5.7,3.54,2415
24849,0.4,Very Good,E,SI1,63.2,58.0,4.7,4.66,2.96,882
12624,1.41,Good,H,VS2,63.8,60.0,7.12,7.04,4.52,9254
26746,2.01,Premium,H,SI2,60.5,61.0,8.14,8.09,4.91,16287
13398,1.04,Ideal,G,VS2,60.7,56.0,6.59,6.54,3.99,7415
504,0.7,Fair,G,SI1,61.6,66.0,5.62,5.57,3.45,1995
139,0.75,Ideal,F,VS2,62.1,57.0,5.8,5.82,3.61,3081
10730,1.01,Ideal,H,SI1,62.4,53.0,6.47,6.42,4.02,4642
4590,2.05,Ideal,J,VS1,61.4,59.0,8.16,8.13,5.0,16793
9877,1.51,Premium,E,SI2,62.7,58.0,7.27,7.24,4.55,6342
181,0.96,Ideal,F,VS1,61.2,56.0,6.34,6.38,3.89,5767
15945,0.38,Very Good,F,VVS1,63.8,58.0,4.58,4.61,2.93,1030
23338,0.9,Very Good,F,SI1,61.7,60.0,6.16,6.22,3.82,3950
25282,1.0,Fair,E,VVS2,65.4,56.0,6.28,6.2,4.08,7918
13908,0.34,Premium,I,SI1,60.4,56.0,4.56,4.54,2.75,589
14365,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,1085
4855,0.29,Very Good,E,VS1,60.4,58.0,4.28,4.33,2.6,499
9421,0.74,Premium,D,SI2,61.8,59.0,5.85,5.83,3.61,2291
5032,0.5,Premium,E,VS1,62.4,59.0,5.06,5.1,3.17,1675
16012,0.38,Ideal,E,VVS1,62.4,56.0,4.64,4.67,2.9,1267
2590,0.3,Premium,E,SI1,61.7,56.0,4.29,4.27,2.64,675
25430,0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,791
6108,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13849
14040,0.23,Very Good,E,VVS1,60.9,58.0,3.95,3.96,2.41,530
2670,0.32,Very Good,H,SI1,63.1,54.0,4.42,4.36,2.77,576
22687,1.05,Ideal,G,VS1,62.5,56.0,6.48,6.54,4.07,7037
13897,1.39,Ideal,I,SI2,61.6,55.0,7.14,7.18,4.41,6544
21743,0.5,Premium,E,VS2,60.5,60.0,5.13,5.09,3.09,1699
10054,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1306
10639,0.5,Very Good,G,VVS2,60.0,56.0,5.18,5.21,3.12,2260
23741,1.02,Very Good,E,SI2,58.7,63.0,6.61,6.55,3.86,4414
4431,0.32,Ideal,D,VS2,61.0,57.0,4.42,4.46,2.71,758
4811,0.42,Premium,G,SI1,62.7,59.0,4.75,4.72,2.97,920
15258,1.51,Very Good,F,SI1,62.1,55.0,7.29,7.37,4.55,11302
11080,2.23,Premium,J,SI1,62.4,59.0,8.33,8.36,5.21,14129
14861,0.9,Very Good,E,SI2,63.4,62.0,6.02,6.0,3.81,3084
945,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,882
14650,1.57,Premium,J,SI2,59.6,56.0,7.59,7.5,4.5,6031
23389,1.24,Premium,F,SI2,62.8,60.0,6.84,6.82,4.29,5583
20951,0.35,Ideal,E,VS1,61.6,55.1,4.54,4.58,2.81,771
869,0.53,Ideal,H,IF,62.0,54.0,5.19,5.23,3.23,1920
26676,0.41,Premium,F,VVS1,61.3,59.0,4.79,4.73,2.92,1356
16837,0.41,Premium,I,VVS2,62.9,58.0,4.74,4.71,2.97,1061
13628,1.06,Ideal,G,SI1,62.0,56.0,6.52,6.55,4.05,5159
2586,0.31,Premium,F,VS2,62.9,58.0,4.31,4.27,2.7,802
2511,1.14,Ideal,J,SI2,61.5,57.0,6.73,6.77,4.15,4212
23387,0.32,Ideal,G,VS2,62.0,57.0,4.4,4.37,2.72,720
25043,0.44,Ideal,H,IF,61.4,55.0,4.92,4.95,3.03,1177
2026,0.36,Ideal,E,VS1,61.8,56.0,4.6,4.56,2.83,1094
7749,1.01,Fair,G,SI2,59.8,66.0,6.42,6.48,3.86,3816
2427,1.62,Very Good,J,SI2,61.6,60.0,7.52,7.64,4.67,7072
9753,0.58,Very Good,G,VVS2,62.1,58.0,5.35,5.4,3.34,1872
2041,0.73,Very Good,E,VVS2,63.4,58.0,5.68,5.7,3.61,3511
17889,0.83,Very Good,I,VS2,61.6,58.0,6.05,6.07,3.73,2865
1773,0.54,Premium,F,VS1,60.0,59.0,5.3,5.23,3.16,1770
8862,0.7,Ideal,I,SI1,61.2,55.0,5.71,5.76,3.51,2343
576,0.36,Premium,I,IF,59.9,59.0,4.58,4.63,2.76,758
15035,0.3,Ideal,E,VVS2,61.1,55.0,4.34,4.37,2.66,837
319,0.9,Very Good,D,SI1,62.5,59.0,6.11,6.15,3.83,4579
2468,0.77,Premium,E,SI2,58.2,60.0,6.01,5.95,3.48,2360
10970,0.71,Ideal,F,VS1,61.5,57.0,5.7,5.74,3.52,3404
18882,0.92,Premium,F,SI2,62.1,60.0,6.21,6.26,3.87,3083
25956,1.56,Ideal,I,VS2,,56.0,7.41,7.45,4.59,10333
573,0.39,Premium,D,VS2,,59.0,4.76,4.74,2.86,1024
5424,1.29,Premium,H,VS2,62.4,57.0,6.98,6.92,4.34,6987
7590,0.41,Ideal,E,VVS1,61.1,56.0,4.8,4.82,2.94,1608
7117,2.19,Premium,J,SI2,61.8,60.0,8.35,8.25,5.13,13355
25276,0.71,Ideal,E,VS2,60.9,56.0,5.77,5.83,3.53,3053
13157,0.31,Ideal,G,VS2,62.1,55.0,4.35,4.38,2.71,577
15601,0.77,Ideal,H,VS2,62.4,56.0,5.89,5.85,3.66,2479
386,1.05,Very Good,G,SI1,61.6,57.0,6.51,6.54,4.02,5197
24516,1.0,Very Good,E,VVS2,63.0,58.0,6.33,6.36,4.0,9224
24904,0.71,Fair,F,IF,58.7,62.0,5.87,5.81,3.43,3205
9377,1.01,Ideal,F,SI2,62.4,54.0,6.41,6.44,4.01,5154
24493,0.31,Ideal,F,VS1,60.6,56.0,4.39,4.42,2.67,680
21842,0.56,Ideal,D,SI1,61.4,57.0,5.34,5.31,3.27,1814
17243,0.36,Premium,E,VS1,61.5,59.0,4.57,4.6,2.82,727
1323,1.12,Very Good,D,SI1,59.9,57.0,6.76,6.8,4.06,6132
9508,0.31,Good,F,VVS1,63.6,61.0,4.21,4.25,2.69,742
6581,0.31,Ideal,E,IF,62.5,56.0,4.34,4.37,2.72,1214
1654,0.39,Premium,G,VS2,62.4,56.0,4.68,4.64,2.91,1009
1886,1.0,Good,H,SI2,64.1,61.0,6.36,6.27,4.05,3640
16084,0.65,Premium,I,SI2,60.7,58.0,5.65,5.62,3.42,1219
8580,1.08,Ideal,H,SI1,59.7,60.0,6.71,6.69,4.0,5154
11730,0.32,Ideal,F,VVS1,61.5,56.0,4.39,4.42,2.71,803
8130,0.54,Ideal,F,VS2,60.3,55.0,5.32,5.26,3.19,1786
23646,0.51,Very Good,E,SI1,61.6,53.0,5.16,5.19,3.19,1315
18198,0.5,Premium,I,SI2,59.8,56.0,5.23,5.18,3.11,900
5877,0.31,Very Good,E,VS1,61.9,56.0,4.32,4.37,2.69,636
16965,0.34,Ideal,H,VS2,61.4,57.0,4.55,4.48,2.77,689
11930,0.31,Premium,G,SI1,61.8,58.0,4.35,4.32,2.68,553
6837,1.05,Ideal,G,VS1,62.0,56.0,6.47,6.53,4.03,6936
22945,0.37,Good,E,VS1,62.8,65.0,4.51,4.54,2.84,889
9357,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1289
17819,0.64,Ideal,G,VVS2,,54.0,5.53,5.56,3.42,2587
23229,0.7,Fair,H,I1,62.1,66.0,5.56,5.52,3.44,1138
12719,0.3,Ideal,H,VS2,62.1,56.0,4.32,4.34,2.69,491
23711,1.52,Very Good,H,SI2,62.8,58.0,7.25,7.3,4.57,8408
20714,0.41,Ideal,E,VS1,61.8,55.0,4.8,4.75,2.95,1153
8810,0.68,Premium,G,VS2,61.7,57.0,5.67,5.65,3.49,2040
22634,1.11,Ideal,E,SI2,61.4,58.0,6.63,6.66,4.08,5938
24444,0.81,Premium,E,SI2,59.9,61.0,6.08,6.05,3.63,2559
5967,0.33,Premium,E,SI1,60.9,58.0,4.46,4.5,2.73,579
2813,0.38,Ideal,G,VS2,62.2,56.0,4.64,4.62,2.88,983
17664,1.0,Ideal,E,VS2,62.5,57.0,6.38,6.45,4.01,7177
24559,0.9,Premium,G,VS2,62.1,59.0,6.2,6.14,3.83,4259
12785,0.9,Very Good,E,SI2,59.9,57.0,6.25,6.34,3.77,4288
19992,1.53,Ideal,I,SI2,62.4,58.0,7.31,7.37,4.58,7678
16308,1.71,Premium,I,VS2,62.8,59.0,7.58,7.52,4.74,11958
5842,1.2,Premium,H,VS2,60.6,58.0,6.82,6.88,4.15,6547
10631,0.9,Premium,H,VS2,60.4,59.0,6.24,6.27,3.78,4321
18803,1.24,Premium,H,SI2,59.9,60.0,7.02,7.0,4.2,5694
8619,0.41,Premium,E,SI1,62.8,58.0,4.77,4.72,2.98,904
26062,2.37,Premium,H,SI2,62.3,57.0,8.55,8.5,5.31,16021
24205,0.73,Premium,D,SI1,60.5,58.0,5.85,5.82,3.53,2498
1191,0.28,Ideal,F,IF,61.9,56.0,4.18,4.21,2.59,787
850,1.01,Premium,H,VS2,62.3,60.0,6.32,6.27,3.92,4909
16709,0.9,Premium,H,VS1,60.2,58.0,6.32,6.28,3.79,4234
2773,1.3,Ideal,H,VS2,62.9,56.0,7.0,6.96,4.39,5387
10632,0.33,Very Good,D,VS2,62.8,54.0,4.43,4.46,2.79,781
2540,0.32,Ideal,D,VVS2,62.0,55.0,4.39,4.41,2.73,867
3766,0.5,Very Good,E,VS2,62.9,59.0,5.06,5.09,3.19,1624
23519,0.32,Ideal,E,VS2,61.7,56.0,4.39,4.43,2.72,639
21163,1.51,Ideal,G,VS2,59.8,57.0,7.48,7.53,4.48,13214
23125,0.41,Ideal,F,VS1,61.3,55.0,4.83,4.79,2.95,1076
6059,1.06,Ideal,F,VS2,62.1,55.0,6.52,6.55,4.06,7334
25000,0.5,Ideal,D,SI2,61.3,54.0,5.11,5.03,3.11,1063
2410,1.53,Ideal,I,VS1,,60.0,7.51,7.48,4.51,10171
7428,0.32,Ideal,D,SI2,61.7,55.0,4.4,4.38,2.71,612
12610,1.53,Premium,J,IF,61.1,58.0,7.41,7.45,4.54,9424
11468,0.7,Very Good,E,SI2,,59.0,5.7,5.74,3.52,2464
2974,0.31,Ideal,D,VS1,60.5,55.0,4.39,4.43,2.67,683
12881,1.06,Very Good,G,IF,61.2,57.0,6.52,6.56,4.0,8415
14788,0.54,Ideal,F,SI2,60.8,56.0,5.26,5.34,3.22,1235
24251,1.4,Ideal,J,SI1,62.1,57.0,7.17,7.14,4.44,6350
12156,1.01,Fair,G,SI1,66.9,56.0,6.15,6.22,4.14,4102
17187,0.91,Very Good,E,VS2,61.1,58.0,6.2,6.28,3.81,5145
10108,0.9,Premium,H,SI1,62.0,55.0,6.21,6.17,3.84,3377
6956,1.04,Ideal,I,SI1,61.7,57.0,6.49,6.54,4.02,4344
19069,0.32,Premium,E,SI2,62.4,58.0,4.4,4.35,2.73,576
24431,0.42,Good,G,VVS2,57.7,59.8,4.95,4.96,2.86,1076
2826,1.32,Premium,F,SI1,59.7,60.0,7.11,7.16,4.26,7683
18384,0.4,Ideal,F,SI2,61.5,56.0,4.75,4.78,2.93,764
3588,0.38,Ideal,I,SI1,61.9,54.0,4.64,4.67,2.88,593
4000,0.35,Premium,H,VS2,59.6,62.0,4.62,4.57,2.74,709
20166,0.7,Very Good,G,SI1,62.1,56.0,5.64,5.67,3.51,2175
22984,0.53,Very Good,J,VS2,62.4,58.0,5.15,5.24,3.24,1124
18956,0.8,Ideal,I,SI1,59.4,58.0,6.07,6.09,3.61,2927
6195,0.33,Ideal,F,VVS1,61.9,55.0,4.44,4.48,2.76,880
4559,1.05,Premium,G,SI2,60.7,61.0,6.56,6.52,3.97,3599
10091,0.57,Ideal,E,VS2,62.9,57.0,5.29,5.26,3.32,1949
18104,0.74,Ideal,H,SI1,62.1,56.0,5.86,5.84,3.63,2375
3677,0.71,Fair,H,SI1,65.1,56.0,5.63,5.55,3.64,2112
14544,0.3,Very Good,G,VS2,61.8,60.0,4.29,4.25,2.64,505
26587,0.39,Ideal,F,VVS1,62.1,55.0,4.69,4.71,2.92,1124
12119,0.3,Ideal,F,VVS1,62.0,54.2,4.31,4.33,2.68,854
1947,2.39,Very Good,J,VS1,59.6,60.0,8.71,8.77,5.21,17920
26089,1.21,Ideal,G,VS1,61.1,58.0,6.9,6.87,4.21,8699
14083,0.32,Premium,G,VS1,61.4,58.0,4.36,4.4,2.69,645
20263,0.7,Very Good,H,VS1,61.5,58.0,5.66,5.72,3.5,2394
25042,0.32,Ideal,H,VS2,61.5,55.0,4.41,4.44,2.72,523
25975,1.66,Very Good,H,SI1,62.8,56.0,7.53,7.57,4.74,10134
23685,1.01,Premium,G,VS2,61.9,59.0,6.38,6.34,3.94,5864
10615,0.7,Very Good,I,VS2,60.8,61.0,5.72,5.76,3.49,2360
4348,0.31,Premium,F,SI1,60.5,60.0,4.37,4.39,2.65,516
4627,0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2592
9537,0.62,Premium,E,SI2,58.6,58.0,5.58,5.52,3.25,1291
10475,0.7,Fair,F,I1,66.5,62.0,5.54,5.49,3.67,992
6618,1.19,Premium,H,SI1,61.3,58.0,6.82,6.78,4.17,6078
7742,0.76,Ideal,F,SI1,62.7,57.0,5.82,5.85,3.66,2607
16089,1.01,Good,D,VS2,63.1,60.0,6.35,6.39,4.02,6999
8158,1.53,Very Good,E,VS1,60.7,60.0,7.38,7.52,4.52,14931
17662,0.3,Ideal,G,SI2,62.5,56.0,4.28,4.3,2.68,382
21035,0.9,Very Good,I,SI1,63.2,56.0,6.15,6.12,3.88,3120
24224,0.66,Premium,J,SI1,61.0,61.0,5.64,5.59,3.43,1188
17598,0.47,Good,E,VVS1,65.2,56.0,4.86,4.89,3.18,1613
15824,0.34,Ideal,H,VS2,62.5,54.0,4.54,4.49,2.82,689
11739,0.51,Ideal,D,SI1,,57.0,5.11,5.15,3.2,1548
13223,0.32,Ideal,G,VS1,61.8,55.0,4.42,4.45,2.74,559
6257,0.35,Good,F,VS2,57.9,60.0,4.65,4.68,2.7,596
740,0.51,Ideal,G,VVS2,61.9,55.0,5.15,5.19,3.2,1875
15875,1.71,Very Good,J,VS1,61.9,59.0,7.6,7.69,4.73,10428
11054,0.4,Good,F,SI1,63.6,57.0,4.67,4.7,2.98,737
19643,1.24,Very Good,J,I1,61.9,55.0,6.85,6.92,4.26,2940
14723,0.7,Premium,E,VS2,62.8,61.0,5.66,5.62,3.54,2737
7366,1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,6371
26287,0.54,Very Good,D,VS2,60.5,59.0,5.24,5.28,3.18,1885
3035,0.41,Ideal,E,VS1,62.0,54.0,4.76,4.79,2.96,1079
3839,0.59,Very Good,D,SI1,62.3,54.0,5.38,5.41,3.36,1816
8892,0.54,Ideal,G,VVS2,60.8,56.0,5.31,5.28,3.22,1950
18339,2.2,Premium,H,SI2,62.7,58.0,8.33,8.27,5.2,17634
20291,0.34,Ideal,E,IF,62.0,56.0,4.5,4.47,2.78,1243
18728,0.53,Ideal,E,VS2,62.0,56.0,5.29,5.2,3.25,1956
11692,0.9,Good,G,VS2,63.6,59.0,6.04,6.1,3.86,4093
5550,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,1963
21926,2.16,Ideal,J,VS1,61.4,55.0,8.34,8.27,5.1,18462
4337,1.13,Ideal,E,I1,62.0,55.0,6.7,6.66,4.14,3797
25833,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,1113
10982,0.5,Ideal,E,VS1,62.0,58.0,5.09,5.14,3.17,1755
132,0.3,Ideal,G,VVS2,62.7,57.0,4.26,4.29,2.68,684
13503,0.51,Premium,G,VVS2,60.9,61.0,5.17,5.11,3.13,2035
22791,2.08,Good,I,SI2,63.8,58.0,8.1,8.02,5.14,14084
25385,0.82,Very Good,G,SI2,63.4,55.0,5.96,5.93,3.77,2232
8754,1.01,Very Good,F,SI2,63.2,59.0,6.38,6.35,4.02,4497
15147,0.7,Very Good,F,SI1,59.7,56.9,5.73,5.86,3.46,2403
331,0.9,Premium,G,I1,61.3,59.0,6.2,6.15,3.78,1777
20427,1.62,Premium,G,VS2,62.3,58.0,7.54,7.49,4.68,13702
19651,0.7,Very Good,D,VS2,60.7,60.0,5.72,5.74,3.48,2913
19767,0.3,Premium,G,VVS1,61.7,58.0,4.3,4.26,2.64,1013
4619,1.21,Very Good,F,VVS2,61.0,58.0,6.89,6.92,4.21,11455
4677,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,8228
3272,1.7,Premium,D,SI1,61.9,59.0,7.64,7.61,4.72,15238
12619,1.01,Premium,F,VS2,61.2,57.5,6.43,6.45,3.94,7277
1309,1.51,Ideal,E,VS2,62.7,57.0,7.31,7.26,4.57,14482
19813,1.14,Very Good,I,SI1,63.5,56.0,6.62,6.58,4.19,4788
8139,0.31,Ideal,F,VS2,61.8,56.0,4.33,4.37,2.69,625
4812,0.32,Ideal,E,VVS2,60.4,59.0,4.45,4.49,2.7,779
23485,0.4,Premium,G,VVS2,59.7,58.0,4.78,4.8,2.86,982
15090,0.92,Premium,E,SI1,61.7,57.0,6.32,6.2,3.86,4637
8552,0.87,Ideal,H,VS2,61.7,57.0,6.14,6.09,3.77,3118
7690,0.28,Ideal,G,VVS2,61.6,56.0,4.18,4.2,2.58,586
10148,2.03,Premium,E,SI2,61.5,59.0,8.16,8.24,5.04,18310
446,0.31,Ideal,D,VS2,61.8,57.0,4.38,4.36,2.7,942
17932,0.77,Ideal,F,VS2,61.8,56.0,5.9,5.92,3.65,3533
6925,0.9,Premium,F,SI2,61.4,58.0,6.19,6.13,3.78,3556
3489,0.9,Ideal,F,VS2,62.6,56.0,6.16,6.23,3.88,4801
19318,1.01,Fair,F,VS2,66.1,61.0,6.1,6.04,4.01,4791
1605,0.41,Premium,F,VS2,60.3,60.0,4.84,4.81,2.91,1107
7616,1.0,Very Good,D,SI1,62.3,59.0,6.26,6.29,3.91,5342
7910,1.09,Ideal,D,SI2,62.1,56.0,6.59,6.56,4.08,5258
26817,0.36,Premium,G,SI2,60.8,58.0,4.57,4.61,2.79,473
26193,0.54,Ideal,D,SI1,60.7,56.0,5.3,5.27,3.21,1786
2487,0.24,Ideal,H,VVS1,61.5,55.0,3.99,4.02,2.46,504
6606,0.28,Ideal,G,VS2,62.1,56.0,4.19,4.23,2.61,508
11792,0.52,Ideal,G,VVS2,60.9,56.0,5.22,5.26,3.19,1858
52,1.14,Premium,G,VS2,61.4,60.0,6.71,6.68,4.11,7079
1334,1.56,Premium,H,VS2,62.4,58.0,7.44,7.39,4.63,10331
26294,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,707
25116,2.02,Very Good,I,VS2,58.8,57.0,8.21,8.29,4.85,14620
24030,0.32,Ideal,F,VS2,62.1,57.0,4.35,4.38,2.71,645
7260,0.42,Ideal,F,VVS2,62.1,55.0,4.81,4.79,2.98,1221
21608,1.35,Premium,G,VVS2,60.2,59.0,7.2,7.16,4.32,11868
17103,1.28,Good,I,VS2,58.2,64.0,7.09,7.03,4.11,5319
8488,1.1,Ideal,F,SI2,62.4,56.0,6.58,6.62,4.12,5596
9338,0.32,Ideal,D,VS2,61.5,56.0,4.44,4.41,2.72,972
858,0.74,Very Good,F,SI2,59.6,60.0,5.85,6.0,3.53,2298
14778,0.52,Ideal,G,VVS1,62.0,55.0,5.15,5.18,3.2,2029
1439,0.64,Premium,E,VS2,61.6,62.0,5.48,5.46,3.37,1926
22761,0.52,Ideal,G,IF,61.5,56.0,5.21,5.16,3.19,2164
18108,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,2085
9868,0.34,Ideal,I,IF,62.1,54.0,4.49,4.53,2.8,695
12275,0.47,Ideal,E,VS1,61.2,56.0,5.01,5.05,3.08,1872
18452,0.4,Very Good,E,VS2,59.4,58.0,4.78,4.82,2.85,770
16705,2.01,Very Good,I,VS2,62.3,59.0,8.02,8.1,5.02,15965
26560,0.31,Ideal,D,SI1,61.0,57.0,4.41,4.38,2.68,732
9939,1.07,Premium,I,SI1,61.2,58.0,6.62,6.55,4.03,4126
8562,1.02,Ideal,H,SI2,61.6,56.0,6.47,6.51,4.0,3927
22408,0.5,Very Good,E,VVS2,59.3,56.0,5.25,5.3,3.13,2168
11284,1.02,Good,E,VS1,63.9,56.0,6.33,6.38,4.06,7602
1777,1.09,Ideal,H,VS2,61.3,56.0,6.57,6.63,4.05,6288
12124,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,891
13765,0.23,Ideal,E,VS2,62.6,57.0,3.88,3.92,2.44,423
26546,1.0,Premium,F,SI1,60.3,58.0,6.47,6.43,3.89,5292
9191,0.7,Premium,E,SI2,61.8,60.0,5.65,5.61,3.48,2342
7803,0.31,Ideal,D,SI1,62.3,56.0,4.32,4.35,2.7,548
18525,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1199
